BusinessRegion,,Department,RetailNetwork,Level3,ЯК,Рейтинг ЯК,количество,2 ГИС,Рейтинг 2ГИС,количество,Гугл карты,Рейтинг ГК,,,,Рейтинг ЯК (свежий),оценки ЯК (свежий),отзывы ЯК (свежий),Рейтинг 2ГИС (свежий),оценки 2ГИС (свежий),отзывы 2ГИС (свежий)
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-07 339-й Стрелковой Дивизии 5/60Б,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/224938892290/?ll=39.630661%2C47.225750&z=16,,,https://go.2gis.com/WggHl,"4,4",20,,,,,,"4,4",446,322,"4,5",175,169
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-07 339-й Стрелковой Дивизии 5/60Б,Галерея Суши Россия,Алексеева Яна РД,https://yandex.by/maps/-/CLb7IL2P,,,https://go.2gis.com/qrUel,"4,9",26,,,,,,"4,4",446,322,"4,5",175,169
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-07 339-й Стрелковой Дивизии 5/60Б,Мир Суши Россия,Алексеева Яна РД,https://yandex.ru/maps/org/mir_sushi/244940146393/?ll=39.630661%2C47.225750&z=16,,,https://go.2gis.com/w5Vve,"4,9",104,,,,,,"4,4",446,322,"4,5",175,169
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-07 339-й Стрелковой Дивизии 5/60Б,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLquY8Pm,"4,4",319,https://go.2gis.com/movW4,"4,5",169,https://maps.app.goo.gl/qgD18129fKrXe3xQ9,,,,,"4,4",446,322,"4,5",175,169
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-08 Буденовский 68,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/32085442944/?ll=39.704457%2C47.229324&z=16,,,https://go.2gis.com/4APLf,"4,4",20,,,,,,"4,1",36,28,"4,5",35,32
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-08 Буденовский 68,Галерея Суши Россия,Алексеева Яна РД,https://yandex.by/maps/-/CLb7I21I,,,https://go.2gis.com/UnejC,"4,8",54,,,,,,"4,1",36,28,"4,5",35,32
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-08 Буденовский 68,Мир Суши Россия,Алексеева Яна РД,https://yandex.ru/maps/org/mir_sushi/65356054875/?ll=39.704081%2C47.229660&z=16,,,https://go.2gis.com/01vpf,"4,3",32,,,,,,"4,1",36,28,"4,5",35,32
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-08 Буденовский 68,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLquYZMm,"4,4",745,https://go.2gis.com/04kvJ,"4,4",313,https://maps.app.goo.gl/U8fsn6cAL38eJi3ZA,,,,,"4,1",36,28,"4,5",35,32
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-10 бульвар Комарова 20/1,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/32085442944/?ll=39.704457%2C47.229324&z=16,,,https://go.2gis.com/aGEzz,"4,4",20,,,,,,"4,7",157,128,"4,7",60,56
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-10 бульвар Комарова 20/1,Галерея Суши Россия,Алексеева Яна РД,https://yandex.by/maps/-/CLb7MI9v,,,https://go.2gis.com/BwGCX,0,1,,,,,,"4,7",157,128,"4,8",1,1
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-10 бульвар Комарова 20/1,Мир Суши Россия,Алексеева Яна РД,https://yandex.ru/maps/org/mir_sushi/39412302271/?ll=39.702284%2C47.289404&z=16,,,https://go.2gis.com/RPqj2,2,1,,,,,,"4,7",157,128,"4,7",60,56
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-10 бульвар Комарова 20/1,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLqu4E~x,"4,7",127,https://go.2gis.com/l1gHd,"4,7",56,https://maps.app.goo.gl/ToZb1rWmeLQuNpRC9,,,,,"4,7",157,128,"4,7",60,56
Рыбинск,,Рыбинск-01 Плеханова 33,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/11651119795/,"4,9",456,https://go.2gis.com/q0xpZ,"4,9",90,https://maps.app.goo.gl/BZxQAVdgJQ24AYwa8,"4,5",,,,"4,2",9,7,,,0
Рыбинск,,"Рыбинск 02 проспект Мира, д. 23, помещение 5а",Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/198727732375/,"4,3",9,https://go.2gis.com/fCJeA,,,https://maps.app.goo.gl/SPzsYZsEhGnyATsN9,,,,,"4,3",10,9,,,
Рыбинск,,Рыбинск-01 Плеханова 33,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/5049566533/,,,,,0,,,,,,"4,2",9,7,,,0
Рыбинск,,"Рыбинск 02 проспект Мира, д. 23, помещение 5а",Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/221851711104/,,,,,0,,,,,,"4,3",10,9,,,
Салехард,Юнусов В,Салехард-01 Свердлова 41,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLb7MU12,,,https://go.2gis.com/3sYoa,"4,5",25,,,,,,"4,2",5,5,"4,3",,29
Салехард,Юнусов В,Салехард-01 Свердлова 41,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/148270356032/?ll=66.602254%2C66.527943&z=16,,,https://go.2gis.com/0pr6i,"4,3",29,,,,,,"4,2",5,5,"4,3",,29
Салехард,Юнусов В,Салехард-01 Свердлова 41,Суши Мастер Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLWHaPJH,"4,2",177,https://go.2gis.com/pqSNP,"4,4",200,https://maps.app.goo.gl/zbEeRaUQj13EA8xR8,,,,,"4,2",5,5,"4,3",,29
Санкт-Петербург,,Санкт-Петербург-03 Карбышева 9,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/42452040931/,"4,8",476,https://go.2gis.com/mg2FI,"4,5",273,https://maps.app.goo.gl/8jkMhRgmntgwGuG9A,"4,2",,,,"4,8",608,482,"4,5",330,274
Санкт-Петербург,,Санкт-Петербург-04 Комендантский 62,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/127725206638/,"4,7",1090,https://go.2gis.com/wgSo1,"4,3",551,https://maps.app.goo.gl/tkjkP7ZmoXMtWqi96,"4,2",,,,"3,2",6,4,,,0
Санкт-Петербург,,Санкт-Петербург-05 ул Парфёновская 9 к1,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/87449823643/,"4,7",412,https://go.2gis.com/xPjI5,"4,2",199,https://maps.app.goo.gl/ryfsjhejGm7JTqXS9,"4,2",,,,"4,6",503,413,"4,3",243,221
Санкт-Петербург,,Санкт-Петербург-06 ул Николая Рубцова 3,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/177558259513/,"4,9",160,https://go.2gis.com/XUkGq,"4,5",118,https://maps.app.goo.gl/t5KXzhCPPqxmYSxQ7,"4,1",,,,"4,9",231,164,"4,5",133,118
Санкт-Петербург,,Санкт-Петербург-09 Петровский бульвар 5,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/162890020040/,"4,6",62,https://go.2gis.com/GeqCp,"3,4",19,https://maps.app.goo.gl/NfNCYknAqXY3Eei5A,1,,,,"4,6",77,70,"3,3",21,21
Санкт-Петербург,,"Санкт-Петербург Кудрово, пр-кт Строителей, д.16",Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/206378287969/,0,0,https://go.2gis.com/qXQur,,,,,,,,,,,,,0
Санкт-Петербург,,Санкт-Петербург-03 Карбышева 9,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/122275620968/,,,https://2gis.ru/spb/search/%D1%81%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%20%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8/firm/70000001082509699/tab/reviews?m=38.85574%2C58.04898%2F11.49,"4,6",19,,,,,,"4,8",608,482,"4,5",330,274
Санкт-Петербург,,Санкт-Петербург-04 Комендантский 62,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/91370253388/,,,,,0,,,,,,"3,2",6,4,,,0
Санкт-Петербург,,Санкт-Петербург-06 ул Николая Рубцова 3,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/193578011958/,,,,,0,,,,,,"4,9",231,164,"4,5",133,118
Санкт-Петербург,,Санкт-Петербург -09 Мурино (Петровский бульвар 5),Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/117660304870/,,,,,0,,,,,,"4,3",29,24,,,0
Санкт-Петербург,,"Санкт-Петербург Кудрово, пр-кт Строителей, д.16",Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/140748848517/,,,,,0,,,,,,,,,,,0
Северск,Юнусов В,Северск-02 Коммунистический 50,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLb7MF6o,,,https://go.2gis.com/vTqn2,"4,9",65,,,,,,"4,5",358,171,"4,1",285,269
Северск,Юнусов В,Северск-02 Коммунистический 50,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/152149503272/?ll=84.888602%2C56.599083&z=16,,,https://go.2gis.com/VzYjf,"4,1",268,https://maps.app.goo.gl/dCMuQ5Xf146WKPyy5,,,,,"4,5",358,171,"4,1",285,269
Северск,Юнусов В,Северск-02 Коммунистический 50,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLqu4L2a,"3,7",2,https://go.2gis.com/BI0Wh,4,76,https://maps.app.goo.gl/45QbS5gVghsQPof67,,,,,"4,5",358,171,"4,1",285,269
Серов,Молодцов А,Серов-01 Ленина 142,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe45YoI,,,https://go.2gis.com/Pqisz,"4,6",11,,,,,,"3,1",5,5,"4,5",11,11
Серов,Молодцов А,Серов-01 Ленина 142,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/157872504398/?ll=60.583829%2C59.604776&z=16,,,https://go.2gis.com/pvbg5,-0,-0,,,,,,"3,1",5,5,,,0
Серов,Молодцов А,Серов-01 Ленина 142,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqua4Zq,"4,5",353,https://go.2gis.com/QXmCI,"4,7",88,https://maps.app.goo.gl/8q7NVkCmpdEHs7DD8,,,,,"3,1",5,5,"4,5",11,11
Серпухов,,Серпухов Ворошилова 68а,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/39397597018/,"4,3",21,https://go.2gis.com/n4wPc,"4,1",1,https://maps.app.goo.gl/Wg41bdaNKFCT62sNA,5,,,,"4,3",32,22,"4,1",2,1
Серпухов,,"Серпухов Ворошилова, 68-А",Галерея Суши Россия,,,,,,,0,,,,,,,,,,,0
Смоленск,,Смоленск-01 Октябрьской Революци 17,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/203299225112/,"4,3",357,https://2gis.ru/smolensk/search/%D1%81%D0%BC%D0%BE%D0%BB%D0%B5%D0%BD%D1%81%D0%BA%20%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80/firm/70000001039687688/32.044077%2C54.771963?m=32.044031%2C54.77198%2F17.28,"4,5",100,https://maps.app.goo.gl/C6sccYgWc6hf59tk6,"3,9",,,,"4,4",486,382,"4,5",102,100
Смоленск,,Смоленск-01 Октябрьской Революци 17,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/113860548062/,,,https://2gis.ru/smolensk/search/%D1%81%D0%BC%D0%BE%D0%BB%D0%B5%D0%BD%D1%81%D0%BA%20%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8/firm/70000001095124707/32.044051%2C54.771686?m=32.044031%2C54.77171%2F17.28,,,,,,,,"4,4",486,382,"4,5",102,100
Соликамск,Юнусов В,Соликамск-01 Матросова 63,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4565f,,,https://go.2gis.com/5fQyj,1,1,,,,,,4,9,7,"4,7",16,16
Соликамск,Юнусов В,Соликамск-01 Матросова 63,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/87212541498/,,,https://go.2gis.com/WesE6,"4,5",11,,,,,,4,9,7,"4,7",16,16
Соликамск,Юнусов В,Соликамск-01 Матросова 63,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLquaJ-0,"4,3",132,https://go.2gis.com/Z8l3a,"4,6",70,https://maps.app.goo.gl/C2d4P348m991SmMp9,,,,,4,9,7,"4,7",16,16
Сочи,Чураева К,Сочи-01 Советская д. 40 пом 1-4,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/70870558251/?ll=39.724158%2C43.586171&z=16,,,https://2gis.ru/sochi/search/%D1%81%D0%BF%D0%BE%D0%BA%D0%B5%20%D0%A1%D0%BE%D1%87%D0%B8/firm/70000001112775717/39.723908%2C43.586027?m=39.820595%2C43.50841%2F12,-0,-0,,,,,,"4,2",10,10,"4,2",19,18
Сочи,Чураева К,Сочи-01 Советская д. 40 пом 1-4,Галерея Суши Россия,Алексеева Яна РД,https://yandex.by/maps/-/CPbQM8P-,,,https://2gis.ru/sochi/search/%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8%20%D0%A1%D0%BE%D1%87%D0%B8%20%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B0%D1%8F%20%2C%2040/firm/70000001112810273/39.723908%2C43.586027?m=39.723908%2C43.586027%2F17.76,4,10,,,,,,"4,2",10,10,"4,2",19,18
Сочи,Чураева К,Сочи-01 Советская д. 40 пом 1-4,Мир Суши Россия,Алексеева Яна РД,https://yandex.ru/maps/org/mir_sushi/186942093556/,,,https://2gis.ru/sochi/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D1%81%D0%BE%D1%87%D0%B8/firm/70000001114261166/39.723908%2C43.586027/tab/reviews?m=39.723908%2C43.586027%2F17.24,"4,7",445,,,,,,"4,2",10,10,"4,2",19,18
Сочи,Чураева К,Сочи-01 Советская д. 40 пом 1-4,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/org/sushi_master/138339567038/,4,25,https://2gis.ru/sochi/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D1%81%D0%BE%D1%87%D0%B8/firm/70000001110410826/39.724379%2C43.586334?m=39.724123%2C43.584234%2F11.93,"3,7",9,https://maps.app.goo.gl/Mrw2mv47bQ5XkNAj6,,,,,"4,2",10,10,"4,2",19,18
Стрежевой,Юнусов В,Стрежевой-01 мкр 1 176,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLb7M2PD,,,https://go.2gis.com/Y8NTq,"4,7",22,,,,,,"4,3",4,4,"4,6",32,32
Стрежевой,Юнусов В,Стрежевой-01 мкр 1 176,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/187671876956/?ll=77.605798%2C60.727967&z=16,,,https://go.2gis.com/Z21ec,"4,7",33,,,,,,"4,3",4,4,"4,6",32,32
Стрежевой,Юнусов В,Стрежевой-01 мкр 1 176,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLque0N8,"4,7",164,https://go.2gis.com/PL0xP,"4,1",772,https://maps.app.goo.gl/XRuYNKQtnLapg8j17,,,,,"4,3",4,4,"4,6",32,32
Сургут,Юнусов В,Сургут-01 Ленина 50,SPOKE Россия,Покатова Лариса РД,https://yandex.ru/maps/org/spoke/190420898034/?ll=73.386537%2C61.255571&z=16,,,https://go.2gis.com/7ME87,"4,8",41,,,,,,,,,"4,6",40,40
Сургут,Юнусов В,Сургут-01 Ленина 50,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLquiKif,"4,8",226,https://2gis.ru/surgut/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D1%81%D1%83%D1%80%D0%B3%D1%83%D1%82%20%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D0%B0/firm/70000001017208965/73.387292%2C61.255471?m=73.380354%2C61.260258%2F15.4,"4,3",938,https://maps.app.goo.gl/ue1NRTX5cgFmTqZD8,,,,,,,,"4,6",40,40
Сургут,Юнусов В,Сургут-02 30 лет Победы 41,SPOKE Россия,Покатова Лариса РД,https://yandex.ru/maps/org/spoke/134947545800/?ll=73.440607%2C61.256367&z=16,,,https://2gis.ru/surgut/search/%D1%81%D0%BF%D0%BE%D0%BA%D0%B5%20%D1%81%D1%83%D1%80%D0%B3%D1%83%D1%82%20%D0%BF%D0%BE%D0%B1%D0%B5%D0%B4%D1%8B/firm/70000001114222845/73.440241%2C61.256273?m=73.440217%2C61.256258%2F17.25,-0,-0,,,,,,"4,7",280,199,"4,2",668,619
Сургут,Юнусов В,Сургут-02 30 лет Победы 41,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLquiJn2,"4,7",198,https://go.2gis.com/T2asu,"4,2",620,https://maps.app.goo.gl/TsLnePMMR8jpGU2V8,,,,,"4,7",280,199,"4,2",668,619
Сургут,Юнусов В,Сургут-03 Геологическая 10,SPOKE Россия,Покатова Лариса РД,https://yandex.ru/maps/org/spoke/95316382102/,,,https://go.2gis.com/XnOSj,-0,-0,,,,,,"4,8",237,138,,,0
Сургут,Юнусов В,Сургут-03 Геологическая 10,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLquiQ3Y,"4,8",138,https://go.2gis.com/ZAmQ5,"4,1",671,https://maps.app.goo.gl/WscV1rAcWAFzm93K9,,,,,"4,8",237,138,"4,1",706,672
Сургут,Юнусов В,Сургут-04 Ленина 66,SPOKE Россия,Покатова Лариса РД,https://yandex.ru/profile/78206877758,,,https://2gis.ru/surgut/search/SPOKE%20%D0%A1%D1%83%D1%80%D0%B3%D1%83%D1%82-01%20%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D0%B0%2066/firm/70000001114222796/73.373721%2C61.265016?m=73.373721%2C61.265016%2F15.43,-0,-0,,,,,,"4,5",670,500,"3,8",679,634
Сургут,Юнусов В,Сургут-04 Ленина 66,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLqui0Ni,"4,5",499,https://2gis.ru/surgut/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D1%81%D1%83%D1%80%D0%B3%D1%83%D1%82%20%D0%BB%D0%B5%D0%BD%D0%B8%D0%BD%D0%B0%2066/firm/70000001022761556/73.373493%2C61.265073?m=73.373443%2C61.265062%2F17.23,"3,8",633,https://maps.app.goo.gl/TFtyHK55aKkySiH38,,,,,"4,5",670,500,"3,8",679,634
Сургут,Юнусов В,Сургут-08 Набережный 12/2,Галерея Суши Россия,Белик Радмила РД,https://yandex.by/maps/-/CLb7QE-j,,,https://go.2gis.com/oZzqT,"3,8",1302,https://maps.app.goo.gl/up1d9W5kdtYUU2en9,,,,,"3,9",25,21,"4,1",125,117
Сургут,Юнусов В,Сургут-08 Набережный 12/2,Мир Суши Россия,Белик Радмила РД,https://yandex.ru/maps/org/mir_sushi/212453108234/,,,https://go.2gis.com/lKw1r,"4,1",116,,,,,,"3,9",25,21,"4,1",125,117
